CrunchBase Name,Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Interested,Alert,Custom List,Public List,Keywords,Has Mobile App,Has Google Play App,Has iTunes App,Date Added,crunchbase_uuid,type,primary_role,name,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description,people
sparql-city,Sparql City,sparqlcity.com,"SPARQL City develops SPARQLBASE, which helps data analysts and data scientists understand and manipulate big data.",6,2,-7,9,8,1,13%,13,-4,-31%,2,5,-60%,32,-94%,,,,,,43,3,59,169491.53,2013,Exited (other),Garnett & Helfrich Capital,$10.0MÂ ,8/17/13,"$10,000,000 ",San Diego,San Diego,San Diego,CA,United States,North America,B2B,"analytics,network / hosting / infrastructure",0,0,0,0,"big data,databases",No,No,No,8/15/13,72ad708d-83b7-24ab-d37a-8895adc92688,Organization,company,Sparql City,https://www.crunchbase.com/organization/sparql-city?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sparqlcity.com,http://sparqlcity.com,https://www.crunchbase.com/organization/sparql-city/primary-image/raw,,http://twitter.com/SPARQLCity,,:,San Diego,California,USA,"SPARQL City develops SPARQLBASE, which helps data analysts and data scientists understand and manipulate big data.",
sproutlet,Sproutlet,sproutlet.io,Cultivating Startups,6,6,-166,1,1,0,0%,1,0,0%,2,2,0%,2,0%,,,,,,,,,Undisclosed,2011,Exited (other),,Undisclosed,,Undisclosed,Wilkes Barre,Wilkes Barre,,PA,United States,North America,,"analytics,human resources hr,marketing,marketing analytics,software development",0,0,0,0,"engineering,ruby,ruby on rails",No,No,No,4/4/13,037f0921-aa8c-d29d-f435-9adfce4da367,Organization,company,Sproutlet,https://www.crunchbase.com/organization/sproutlet?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sproutlet.io,http://sproutlet.io,https://www.crunchbase.com/organization/sproutlet/primary-image/raw,https://www.facebook.com/sproutletio-352249728231956,http://twitter.com/sproutlet_io,,:,,,,Product development for Startups,
seo-for-law-firms-2,Advocate Sales Group,advocateseo.com,"SEO for Lawyers that want to grow their law firms. Advocate SEO provides the best and most aggressive search engine optimization for attorneys, period.",7,7,0,,,,,,,,,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,St Louis,St Louis,,MO,United States,North America,,"analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,9/14/14,b68b9abb-cc00-799c-6a0c-dbac18c854f5,Organization,company,Seo For Law Firms,https://www.crunchbase.com/organization/seo-for-law-firms-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,advocateseo.com,https://advocateseo.com/,https://www.crunchbase.com/organization/seo-for-law-firms-2/primary-image/raw,https://www.facebook.com/Seo-For-Law-Firms-1141110795921041/,https://twitter.com/SEO_Lawyers,https://www.linkedin.com/in/law-firm-seo-a24684118,:,St Louis,Missouri,USA,"Here at Advocate SEO, we take pride in our services and strongly believe that the results will speak for themselves.",
business-achiver,Business Achiver,businessachiver.com,Business Achiever is India's New Delhi based marketing company which provides cost effective marketing techniques.,7,7,43,,,,,,,,23,23,0%,24,-4%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"advertising,analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,5/29/14,89216819-0a2f-b605-d36f-5eb604f6277b,Organization,company,Business Achiever,https://www.crunchbase.com/organization/business-achiver?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,businessachiver.com,http://www.businessachiver.com/,,https://www.facebook.com/business-achiver-pvt-ltd-375638155825682,,,:,,,,Business Achiever is India's New Delhi based marketing company which provides cost effective marketing techniques.,
jaymail-email-marketing,Jaymail Email Marketing,jaymail.net,Small Business Email Marketing,7,7,1,1,1,0,0%,1,0,0%,2,2,0%,10,-80%,,,,,,,,,Undisclosed,2007,Exited (other),,Undisclosed,,Undisclosed,Manchester,Manchester,,NH,United Kingdom,Europe,,"analytics,email,marketing,marketing analytics",0,0,0,0,"digital marketing,email marketing",No,No,No,4/4/13,c44af88b-39d5-6830-e71c-d986679e1e7b,Organization,company,Jaymail Email Marketing,https://www.crunchbase.com/organization/jaymail-email-marketing?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,jaymail.net,http://www.jaymail.net,https://www.crunchbase.com/organization/jaymail-email-marketing/primary-image/raw,,,,:,Manchester,Manchester,GBR,Small Business Email Marketing,
love-advertising,Love Advertising,loveadv.com,"Love is a marriage of passionate creative mavericks and marketing mavens, working together to satisfy our clients' needs and produce some mind-blowing work in the process.",7,7,29,203,201,2,1%,196,7,4%,113,127,-11%,109,4%,,,,,,,,,Undisclosed,1979,Exited (other),,Undisclosed,,Undisclosed,Houston,Houston,Houston,TX,United States,North America,,"advertising,analytics,human resources hr,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,779af807-be91-e172-f8f8-e10d694540cf,Organization,company,Love Advertising,https://www.crunchbase.com/organization/love-advertising?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,loveadv.com,http://www.loveadv.com,https://www.crunchbase.com/organization/love-advertising/primary-image/raw,http://www.facebook.com/LoveAdv,http://twitter.com/LoveAdvertising,http://www.linkedin.com/company/41010,:,Houston,Texas,USA,Love Advertising is a Texas-based advertising agency focusing on regional full-service advertising services.,
maps-capital-management,MAPS Capital Management,mapscapital.com,"MAPS Capital provides C level executive services for startups, foreign companies seeking US presence, international marketing and business",7,7,10,2,2,0,0%,3,-1,-33%,4,4,0%,5,-20%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Bay Area,Walnut Creek,Bay Area,CA,United States,North America,,"analytics,cleantech,energy,human resources hr,mobile,social networking",0,0,0,0,"mobile apps,renewable energy,solar,sustainability",No,No,No,4/4/13,6f05dbc9-7835-c44a-40dd-1d6aacb84a5f,Organization,company,MAPS Capital Management,https://www.crunchbase.com/organization/maps-capital-management?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mapscapital.com,http://mapscapital.com,https://www.crunchbase.com/organization/maps-capital-management/primary-image/raw,,,,:,San Ramon,California,USA,"MAPS Capital provides C level executive services for startups, foreign companies seeking US presence, international marketing and business",
rosslyn-analytics,Rosslyn Analytics,rosslynanalytics.com,Self-service business tools to help you and your colleagues to improve the quality and relevancy of data for your analytics.,7,-22,470,57,57,0,0%,57,0,0%,"9,036","10,038",-10%,"10,238",-12%,,,,,,57,25,566,Undisclosed,2007,Exited (ipo),IQ Capital Partners,$1.6MÂ ,5/29/12,Undisclosed,London,London,London,,United Kingdom,Europe,"B2B,SaaS","analytics,cloud computing,finance,human resources hr,marketing,marketing analytics",0,0,0,0,business intelligence,No,No,No,4/4/13,8f78962d-2d9c-f91d-8d47-e43148c9751e,Organization,company,Rosslyn Analytics,https://www.crunchbase.com/organization/rosslyn-analytics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,rosslynanalytics.com,http://www.rosslynanalytics.com,https://www.crunchbase.com/organization/rosslyn-analytics/primary-image/raw,http://www.facebook.com/RosslynAnalytics,http://twitter.com/RosslynBI,http://www.linkedin.com/company/rosslyn-analytics,LON:RDT,New York,New York,USA,Rosslyn Analytics exists to challenge the traditional methods of managing and exploiting data.,
aakash-bhoi,Walnut Solutions,walnutsolutions.in,"Team of SEO Experts that help your business with increased leads, market presence, ROI. Get a free anlaysis report from our SEO Expert.",7,7,2,,,,,,,,290,219,32%,129,125%,,,,,,,,,Undisclosed,,Exited (ipo),,Undisclosed,,Undisclosed,Dhule,Dhule,,,India,Asia,,"analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,6/30/14,ff1333a8-47dc-787a-9cf6-75cc7b2d6f85,Organization,company,Aakash Bhoi,https://www.crunchbase.com/organization/aakash-bhoi?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,walnutsolutions.in,http://walnutsolutions.in/,,https://www.facebook.com/102889439797245,https://www.twitter.com/vinodjethwani,,STO:SEO,,,,Our SEO Company will help you grow your online-targeted businesses through our foolproof marketing strategies.,
dm-plc,dmplc.co.uk,dmplc.co.uk,DM is a direct marketing group specialising in customer recruitment and database management.,8,8,48,,,,,,,,4,4,0%,4,0%,,,,,,,,,Undisclosed,,Exited (ipo),,Undisclosed,,Undisclosed,United Kingdom,,,,United Kingdom,Europe,,"analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,7/25/14,0d312eea-317a-6ea5-9c2a-b36726807c38,Organization,company,DM Plc.,https://www.crunchbase.com/organization/dm-plc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dmplc.co.uk,http://www.dmplc.co.uk,https://www.crunchbase.com/organization/dm-plc/primary-image/raw,,,,LON:DMP,,,,DM is a direct marketing group specialising in customer recruitment and database management.,
egapsa-web-marketing,Egapsa Web Marketing,egapsawebmarketing.in,"No.1 SEO marketing company in Mumbai, based in kandiwali - Boriwali, Malad, Andheri, Thane, Online Marketing and Social Media Optimization Services in India",8,8,3,,,,,,,,67,13,415%,13,415%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Mumbai,Mumbai,,,India,Asia,B2B,"advertising,analytics,enterprise software,marketing,marketing analytics",0,0,0,0,"small & medium sized business,social media",No,No,No,1/29/15,f84c6ee4-2365-8a8a-3390-f4906b45b8fe,Organization,company,Egapsa Web Marketing,https://www.crunchbase.com/organization/egapsa-web-marketing?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,egapsawebmarketing.in,http://egapsawebmarketing.in/,https://www.crunchbase.com/organization/egapsa-web-marketing/primary-image/raw,https://www.facebook.com/egapsa,https://twitter.com/egapsaweb,,:,,,,We- offer -expert @digital marketing services,
tremor-video,Tremor Video,tremorvideo.com,Tremor Video (NYSE: TRMR) is transforming the video advertising experience across all screens for the worlds leading brands.,-113,-242,0,381,391,-10,-3%,378,3,1%,"107,084","107,614",0%,"113,556",-6%,,,,,,66,115,2366,15638.21,2005,Exited (ipo),"Canaan Partners,DFJ Growth,Draper Fisher Jurvetson (DFJ),European Founders Fund,First Round Capital,Flybridge Capital Partners,General Catalyst Partners,Masthead Venture Partners,Meritech Capital Partners,Millennium Technology Value Partners,Relay Ventures,SV Angel,Sapphire Ventures,Triangle Peak Partners,W Capital Partners",$116.4MÂ ,9/12/11,"$37,000,000 ",New York,New York,New York,NY,United States,North America,"Advertising,B2B","advertising,analytics,enterprise software,information security,marketing,marketing analytics,media,security",0,0,0,0,"advertising platform,video",No,No,No,4/4/13,4274fa75-6b34-fb38-6c9f-1e5b2175338a,Organization,company,Tremor Video,https://www.crunchbase.com/organization/tremor-video?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tremorvideo.com,http://tremorvideo.com,https://www.crunchbase.com/organization/tremor-video/primary-image/raw,http://www.facebook.com/TremorVideo,http://twitter.com/tremorvideo,http://www.linkedin.com/company/tremor-video,NYSE:TRMR,New York,New York,USA,Tremor Video (NYSE: TRMR) is transforming the video advertising experience across all screens for the worldâ€™s leading brands.,
mayfly,City Chatter,citychatter.com,"Mobile, geo-social network",9,9,-5,0,1,-1,-100%,1,-1,-100%,3,3,0%,3,0%,,,,,,,,,Undisclosed,2011,Exited (other),,Undisclosed,,Undisclosed,Bay Area,San Rafael,Bay Area,CA,United States,North America,,"analytics,finance,gaming,marketing,marketing analytics,mobile",0,0,0,0,"location based services (lbs),social media",No,No,No,4/4/13,f0974870-2911-8350-f26a-b4c9ff0713f2,Organization,company,City Chatter,https://www.crunchbase.com/organization/mayfly?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,citychatter.com,http://www.citychatter.com,https://www.crunchbase.com/organization/mayfly/primary-image/raw,https://www.facebook.com/gamechangersf,https://www.twitter.com/gamechangersf,,:,San Rafael,California,USA,Game Changer is a company focused on making applications that are profitable.,
fosdev,CoderBuddy,coderbuddy.com,Coderbuddy is a free web service that enables users to easily create and publish applications and websites on Google's servers.,9,9,-73,,,,,,,,17,10,70%,3,467%,,,,,,65,,,Undisclosed,,Exited (other),"500 Startups,Barney Pell,Dan Gould,Dave McClure,David Jeske,Derek Sivers,Joe Gatto",$0Â ,10/1/11,Undisclosed,Bay Area,San Francisco,Bay Area,CA,United States,North America,"B2B,Consulting","analytics,education,finance,human resources hr,marketing,marketing analytics,publishing,software development",0,0,0,0,"cloud computing,developer tools,development platform",No,No,No,4/4/13,f2e9877b-ba3b-e239-a65a-b44c7543b45a,Organization,company,CoderBuddy,https://www.crunchbase.com/organization/fosdev?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,coderbuddy.com,http://www.coderbuddy.com,https://www.crunchbase.com/organization/fosdev/primary-image/raw,,http://twitter.com/coderbuddy,,:,,,,Coderbuddy is a free web service that enables users to easily create and publish applications and websites on Google's servers.,
mapreduce,Mapreduce,mapreduce.org,MapReduce.org provides the information,9,9,0,,,,,,,,17,43,-60%,78,-78%,,,,,,,,,Undisclosed,,Exited (ipo),,Undisclosed,,Undisclosed,,,,,,,B2B,analytics,0,0,0,0,,No,No,No,4/4/13,b1ae20d2-921b-cb5d-285a-48925b470cc4,Organization,company,Mapreduce,https://www.crunchbase.com/organization/mapreduce?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mapreduce.org,http://www.mapreduce.org,https://www.crunchbase.com/organization/mapreduce/primary-image/raw,,,,:,,,,MapReduce.org provides the information,
selerity,Selerity,seleritycorp.com,Selerity is fundamentally changing the way people discover relevant information by bringing the age of context to the business professional. Our mission is to empower professionals with relevant content based on their individual workflow and what's happening in the world in real-time.,45,54,0,33,33,0,0%,33,0,0%,"11,729","11,908",-2%,"12,749",-8%,,,,,,12,-2,14,300000,2009,C,"Citi Ventures,Mark Faulkner,Roger Ehrenberg",$12.2MÂ ,3/8/16,"$4,200,000 ",New York,New York,New York,NY,United States,North America,B2B,"analytics,enterprise software,information security,security",0,0,0,0,news,No,No,No,4/4/13,c5cd2744-86bc-653e-dd4b-efa38ff41e5a,Organization,company,Selerity,https://www.crunchbase.com/organization/selerity?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,seleritycorp.com,http://www.seleritycorp.com,https://www.crunchbase.com/organization/selerity/primary-image/raw,,http://twitter.com/Selerity,http://www.linkedin.com/company/selerity,:,New York,New York,USA,Selerity is the first contextual content recommendation company for enterprise applications.,
neo-digital,neoDigital,neodigital.co,"neoDigital uses Black Box Trading and delivers Rock Solid ROI from Facebook Advertising for advertisers that spend over $10,000 USD/month.",9,9,56,1,1,0,0%,2,-1,-50%,11,11,0%,11,0%,,,,,,,,,Undisclosed,2012,Exited (other),500 Startups,$0Â ,,Undisclosed,Bay Area,Sunnyvale,Bay Area,CA,United States,North America,B2B,"advertising,analytics,marketing",0,0,0,0,"advertising platform,performance marketing",No,No,No,4/8/13,c82b6f17-38ca-a5b9-5d83-40b6d672f07a,Organization,company,neoDigital,https://www.crunchbase.com/organization/neo-digital?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,neodigital.co,http://neodigital.co/,https://www.crunchbase.com/organization/neo-digital/primary-image/raw,,http://twitter.com/neodigitalinc,,:,Sunnyvale,California,USA,neoDigital provides ROI solutions for advertisers on Facebook through Black Box Trading.,
spreemo,Spreemo,spreemo.com,"Spreemo is a healthcare marketplace that connects employers and their insurers with healthcare providers. Starting with radiology services for the workersâ€™ compensation market, Spreemo offers quality-based metrics and predictive analytics that enable employers and insurers to provide the best treatment for injured employees, improving outcomes and lowering the total cost of care.",176,-13,0,118,114,4,4%,86,32,37%,474,499,-5%,514,-8%,,,,,,21,81,903,14396.46,2010,Late,Pamplona Capital Management,$13.0MÂ ,6/8/15,"$13,000,000 ",New York,New York,New York,NY,United States,North America,"B2B,Marketplace","analytics,finance,healthcare,healthcare providers,insurance,pharmaceuticals",0,0,0,0,,No,No,No,7/18/13,3d9444de-6fff-9e41-dbcc-dda3483d2df1,Organization,company,Spreemo Health,https://www.crunchbase.com/organization/spreemo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,spreemo.com,http://www.spreemo.com,https://www.crunchbase.com/organization/spreemo/primary-image/raw,http://www.facebook.com/spreemohealth,http://twitter.com/SpreemoHealth,http://www.linkedin.com/company/spreemo,:,New York,New York,USA,Spreemo Health is a healthcare analytics company focused on developing quality metrics to help patients get better outcomes.,
hergamelife,HerGameLife,hergamelife.com,See related links to what you are looking for.,11,11,50,,,,,,,,5,5,0%,5,0%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"analytics,consumer services,entertainment,fashion",0,0,0,0,"sports,women",No,No,No,4/4/13,534f7cc1-348c-d7e1-f4cb-3a5c03013fda,Organization,company,HerGameLife,https://www.crunchbase.com/organization/hergamelife?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hergamelife.com,http://www.hergamelife.com,https://www.crunchbase.com/organization/hergamelife/primary-image/raw,http://www.facebook.com/HerGameLife,,,:,,,,Network of Female Sports Bloggers,
context-web,PulsePoint,pulsepoint.com,Context Web was added in 2013.,25,56,10,125,123,2,2%,112,13,12%,"744,647","742,265",0%,"717,840",4%,,,,,,50,-27,958,3131.52,2011,Exited (other),"DFJ Gotham Ventures,Draper Fisher Jurvetson (DFJ),Investor Growth Capital,New Atlantic Ventures,Updata Partners,VantagePoint Capital Partners",$13.5MÂ ,1/1/13,"$3,000,000 ",New York,New York,New York,NY,United States,North America,"B2B,SaaS","advertising,analytics,finance,marketing,marketing analytics,media",0,0,0,0,advertising platform,No,No,No,4/4/13,930b2683-690b-3b9e-db01-dc6c57644cc4,Organization,company,Context Web,https://www.crunchbase.com/organization/context-web?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,pulsepoint.com,http://www.pulsepoint.com,,,,,:,,,,Context Web was added in 2013.,
rocketslice,RocketSlice,rocketslice.com,"Rocket Slice is a digital marketing studio focused on client success. We offer strategy, consulting, SEO, web design, paid media, creative & content marketing.",12,12,-215,,,,,,,,3,3,0%,3,0%,,,,,,,,,Undisclosed,2008,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"advertising,analytics,marketing,marketing analytics,network / hosting / infrastructure",0,0,0,0,,No,No,No,1/7/14,a12b59cf-d61e-a313-d9c7-982d3801f1ce,Organization,company,RocketSlice,https://www.crunchbase.com/organization/rocketslice?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,rocketslice.com,http://rocketslice.com,https://www.crunchbase.com/organization/rocketslice/primary-image/raw,https://www.facebook.com/rocketslice,http://twitter.com/RocketSlice,,:,Vancouver,British Columbia,CAN,"RocketSlice is a digital marketing firm that provides graphic designing, social media training, branding, and email marketing services.",
quadra-incorp-4,Quadra In Corp,quadraincorp.com,Quadra Incorp is one of the leading web designing and Web Development Companies in Bangalore. We done more than 500+ projects in varied business engaged with web services in a short span of time.,13,13,-322,10,10,0,0%,13,-3,-23%,67,45,49%,118,-43%,,,,,,,,,Undisclosed,2012,Exited (ipo),,Undisclosed,,Undisclosed,Bangalore,Bangalore,,,India,Asia,Consulting,"analytics,human resources hr,marketing,marketing analytics",0,0,0,0,,No,No,No,6/11/13,85dc9a16-367c-2e92-4727-d1d7d092e384,Organization,company,Quadra Incorp,https://www.crunchbase.com/organization/quadra-incorp-4?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,quadraincorp.com,http://www.quadraincorp.com,https://www.crunchbase.com/organization/quadra-incorp-4/primary-image/raw,http://www.facebook.com/quadraincorp,http://twitter.com/quadraincorp,http://www.linkedin.com/company/quadraincorp,:,Bangalore,Karnataka,IND,Quadra Incorp is a full service web design and digital Marketing agency in Bangalore India.,
kind-intelligence,Kind Intelligence,kindintelligence.com,Kind Intelligence develops ideas that streamline customer experiences within the hospitality industry.,14,14,-190,0,1,-1,-100%,1,-1,-100%,18,18,0%,18,0%,,,,,,53,0,27,18518.52,,Exited (other),"Dale Zylman,David Turner,Douglas McLeod,Jim McCunney,Joakim Nordqvist,Jon Sweede,Julianna Smith,Michael Garcia,Mick Slager,Nicklaus of Florida, Inc.,Rebecca Gill,TNB Financial Services,Vereen Smith","$500,000Â ",9/28/12,"$500,000 ",Tallahassee,Tallahassee,,FL,United States,North America,"B2B,B2C,Consulting","analytics,hospitality,mobile,software development",0,0,0,0,restaurants,No,No,No,4/4/13,16715a4f-533e-a424-f08a-17621e9635e0,Organization,company,Kind Intelligence,https://www.crunchbase.com/organization/kind-intelligence?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,kindintelligence.com,http://kindintelligence.com,https://www.crunchbase.com/organization/kind-intelligence/primary-image/raw,http://www.facebook.com/Kind-Intelligence-Inc/100563666684,http://twitter.com/wearekind,,:,Tallahassee,Florida,USA,Kind Intelligence develops ideas that streamline customer experiences within the hospitality industry.,
operative,Operative Media,operative.com,"Operative is a solutions company helping digital media companies manage profitability, even as the complexity of running an ad business grows. Learn more.",124,-48,34,330,330,0,0%,305,25,8%,"29,630","30,357",-2%,"29,902",-1%,,,,,,72,149,2968,3369.27,2000,Exited (acquired),"Edison Partners,ORIX Venture Finance",$14.5MÂ ,2/24/11,"$10,000,000 ",New York,New York,New York,NY,United States,North America,B2B,"advertising,analytics,enterprise software,human resources hr,marketing,marketing analytics,media",0,0,0,0,,No,No,No,4/4/13,9ef75bb9-d1b9-600d-b20a-705986693c4e,Organization,company,Operative Media,https://www.crunchbase.com/organization/operative?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,operative.com,http://www.operative.com,https://www.crunchbase.com/organization/operative/primary-image/raw,http://www.facebook.com/Operative/132150026833668,http://twitter.com/Operative,http://www.linkedin.com/company/operative,:,New York,New York,USA,Operative offers a SaaS-based platform and technology-enabled services to help media industry leaders balance operational efficiency.,
agilesense,AgileSense,agilesense.com,Make Sense of Your Data,15,15,45,2,2,0,0%,2,0,0%,13,11,18%,8,63%,,,,,,,,,Undisclosed,2011,Exited (other),,Undisclosed,,Undisclosed,Dallas,Dallas,Dallas,TX,United States,North America,"B2B,SaaS","analytics,cloud computing,data storage,finance,marketing,marketing analytics,storage",0,0,0,0,"analytics,business intelligence",No,No,No,4/4/13,d4d6d319-d90b-defd-cf9e-1be46bb037bf,Organization,company,AgileSense,https://www.crunchbase.com/organization/agilesense?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,agilesense.com,http://agilesense.com,https://www.crunchbase.com/organization/agilesense/primary-image/raw,,http://twitter.com/agilesense,http://www.linkedin.com/company/agilesense,:,Dallas,Texas,USA,AgileSense is a platform for rapidly creating branded niche SaaS data analytics solutions.,
cartouchan,Cartouchan,cartouchan.com,Social Intelligence Platform,15,15,0,1,1,0,0%,2,-1,-50%,3,5,-40%,209,-99%,,,,,,,,,Undisclosed,2011,Exited (other),,Undisclosed,,Undisclosed,Sydney,Sydney,,,Australia,Oceania,B2B,"analytics,marketing,marketing analytics",0,0,0,0,"social media,social media marketing",No,No,No,8/5/13,60178d5e-e134-2c1a-6a65-0be76effb1dd,Organization,company,Cartouchan,https://www.crunchbase.com/organization/cartouchan?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cartouchan.com,http://www.cartouchan.com,https://www.crunchbase.com/organization/cartouchan/primary-image/raw,http://www.facebook.com/cartouchan,http://twitter.com/cartouchan,,:,Sydney,New South Wales,AUS,Cartouchan is a digital marketing firm that focuses on social media data and analytics.,
evoapp,EvoApp,evoapp.com,EvoApp facilitates big data analysis by finding patterns in relevant conversations that impact business decisions.,15,17,0,0,0,0,,0,0,,12,12,0%,12,0%,,,,,,73,-1,40,37500,2009,Exited (other),"Blue Bright Ventures,Christy Shaffer,Elias Zerhouni,Gothic Ventures,Henry Kaestner,Jim Ziperski,Joe Desimone,Kimberly Jenkins,Prova Investments,Rick Stone,Ryan Allis,SB Ventures,Steve Nelson,Thomas McMurray,Tim Buckley,Tom Darden,Tom McMurray,Wilbanks Smith & Thomas",$2.0MÂ ,1/31/11,"$1,500,000 ",Raleigh,Durham,Raleigh,NC,United States,North America,B2B,"analytics,enterprise software",0,0,0,0,"business intelligence,customer service",No,No,No,4/4/13,67df6426-dea6-4a96-013a-a65b4991c73b,Organization,company,EvoApp,https://www.crunchbase.com/organization/evoapp?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,evoapp.com,http://www.evoapp.com,https://www.crunchbase.com/organization/evoapp/primary-image/raw,,http://twitter.com/evoapp,,:,Durham,North Carolina,USA,EvoApp facilitates big data analysis by finding patterns in relevant conversations that impact business decisions.,
goodmail-system,Goodmail Systems,goodmailsystems.com,"Welcome to Good Mail. Browse this site to determine ""good"" mail from the bad. Below you will also find some valuable information regarding email marketing.",16,16,-256,3,3,0,0%,3,0,0%,15,11,36%,13,15%,,,,,,98,0,0,0,,Exited (other),"Bessemer Venture Partners,DCM Ventures,Emergence Capital Partners,Omidyar Network,SoftBank Capital",$45.0MÂ ,1/12/09,"$5,000,000 ",Bay Area,Mountain View,Bay Area,CA,United States,North America,"B2B,B2C","analytics,automotive,banking,consumer services,email,information security,marketing,marketing analytics,security",0,0,0,0,"email marketing,messaging",No,No,No,4/4/13,917af5fd-aba0-8421-9d24-34fce90e7637,Organization,company,Goodmail Systems,https://www.crunchbase.com/organization/goodmail-system?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,goodmailsystems.com,http://www.goodmailsystems.com,https://www.crunchbase.com/organization/goodmail-system/primary-image/raw,,https://www.twitter.com/goodmailsystems,,:,Mountain View,California,USA,Goodmail Systems provides an email service for consumers to identify authentic messages from legitimate commercial and non-profit senders.,
intervolve,Intervolve,intervolve.com,"Intervolve provides supply chain software and services for the beverage industry, offering DistributionSuite, a retail execution app suit.",16,29,204,34,33,1,3%,37,-3,-8%,"4,778","4,899",-2%,"3,981",20%,,,,,,72,-8,70,85448.64,1999,C,"NC Idea,Sanoch Management",$8.0MÂ ,2/25/11,"$5,981,405 ",Raleigh,Raleigh,Raleigh,NC,United States,North America,B2B,"analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,51290382-3138-f35d-2f06-b37ce354f25d,Organization,company,Intervolve,https://www.crunchbase.com/organization/intervolve?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,intervolve.com,http://www.intervolve.com,,,,,:,Raleigh,North Carolina,USA,"Intervolve provides supply chain software and services for the beverage industry, offering DistributionSuite, a retail execution app suit.",
co2b-in,Co2b.in,co2b.in,Smart Energy Solutions,18,18,5,,,,,,,,4,12,-67%,14,-71%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,India,,,,India,Asia,,"analytics,cleantech,energy",0,0,0,0,"solar,sustainability",No,No,No,6/13/13,fee15195-afce-c43c-e1cc-ed418d2500da,Organization,company,Co2b.in,https://www.crunchbase.com/organization/co2b-in?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,co2b.in,http://www.co2b.in,,,,,:,,,,Smart Energy Solutions,
